Summary,Visual_ID,Lot,DevRevStep,S Spec,Test_Program_Name,Operation,Facility,Test_Name,Test_Result
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRCCC_CR_COMP2_CH4CCC_CH0_1,0_0_0_0_0_0_0_0_0_1_1_1_0_1_1
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRCCC_CR_COMP2_CH5CCC_CH0_1,0_0_0_0_0_0_0_0_0_1_1_1_0_1_1
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRCCC_CR_DDRCRCCCVOLTAGEUSED_CH4CCC_CH0_1,0_0_0_0_0_0_0_0_0_1_0_0_1_0_1_1_1_1_1
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRCCC_CR_DDRCRCCCVOLTAGEUSED_CH5CCC_CH0_1,0_0_0_0_0_0_0_0_0_1_0_0_1_0_1_1_1_1_1
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_AFEMISC_DATA4CH0_CH0_1,0_1_0_1_15_3_6_0_0_0_0_1_208_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_AFEMISC_DATA4CH1_CH0_1,0_1_0_1_15_3_6_0_0_0_0_1_208_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_AFEMISC_DATA5CH0_CH0_1,0_1_0_1_15_3_6_0_0_0_0_1_208_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_AFEMISC_DATA5CH1_CH0_1,0_1_0_1_15_3_6_0_0_0_0_1_208_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_AFEMISC_DATA6CH0_CH0_1,0_1_0_1_15_3_6_0_0_0_0_1_208_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_COMPCTL0_DATA4CH0_CH0_1,0_32_32_32_32_1
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_COMPCTL0_DATA4CH1_CH0_1,0_32_32_32_32_1
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_COMPCTL0_DATA5CH0_CH0_1,0_32_32_32_32_1
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_COMPCTL0_DATA5CH1_CH0_1,0_32_32_32_32_1
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_COMPCTL0_DATA6CH0_CH0_1,0_32_32_32_32_1
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DDRCRCMDBUSTRAIN_0_0_0_MCHBAR_DATA4CH0_CH0_1,0_3_1_3_0_737_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DDRCRCMDBUSTRAIN_0_0_0_MCHBAR_DATA4CH1_CH0_1,0_3_1_3_0_737_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DDRCRCMDBUSTRAIN_0_0_0_MCHBAR_DATA5CH0_CH0_1,0_3_1_3_0_737_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DDRCRCMDBUSTRAIN_0_0_0_MCHBAR_DATA5CH1_CH0_1,0_3_1_3_0_737_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DDRCRCMDBUSTRAIN_0_0_0_MCHBAR_DATA6CH0_CH0_1,0_3_1_3_0_737_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DQSTXRXCTL_DATA4CH0_CH0_1,1_0_0_12_2_3_0_0_0_1_1_1_0_31_31_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DQSTXRXCTL_DATA4CH1_CH0_1,1_0_0_12_2_3_0_0_0_1_1_1_0_31_31_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DQSTXRXCTL_DATA5CH0_CH0_1,1_0_0_12_2_3_0_0_0_1_1_1_0_31_31_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DQSTXRXCTL_DATA5CH1_CH0_1,1_0_0_12_2_3_0_0_0_1_1_1_0_31_31_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DQSTXRXCTL_DATA6CH0_CH0_1,1_0_0_12_2_3_0_0_0_1_1_1_0_31_31_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DQTXCTL0_DATA4CH0_CH0_1,0_0_0_0_1_2_1_1_1_0_0_1_0_0_1_0_1_0_1_0_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DQTXCTL0_DATA4CH1_CH0_1,0_0_0_0_1_2_1_1_1_0_0_1_0_0_1_0_1_0_1_0_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DQTXCTL0_DATA5CH0_CH0_1,0_0_0_0_1_2_1_1_1_0_0_1_0_0_1_0_1_0_1_0_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DQTXCTL0_DATA5CH1_CH0_1,0_0_0_0_1_2_1_1_1_0_0_1_0_0_1_0_1_0_1_0_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DQTXCTL0_DATA6CH0_CH0_1,0_0_0_0_1_2_1_1_1_0_0_1_0_0_1_0_1_0_1_0_0
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DCCCTL5_DATA4CH0_CH0_1,128_128_135_112
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DCCCTL5_DATA4CH1_CH0_1,128_128_128_112
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DCCCTL5_DATA5CH0_CH0_1,128_120_136_128
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DCCCTL5_DATA5CH1_CH0_1,128_128_144_112
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DCCCTL5_DATA6CH0_CH0_1,128_128_128_120
0,0000,SNRWW19REDVC,8TXLCVCB,----,SNRSVXXA0HXXA00SXXX,6261,,MIO_DDR::PHY_DDR5_CMEMDECODE_K_ENDFC_X_X_VNOM_X_REGDUMP_DDRDATA_CR_DCCCTL6_DATA4CH0_CH0_1,128_128_104_120
